id,learningTaskId,type,status,payload,targetId,reviewedAt,createdAt,updatedAt
1,0,knowledge,approved,"{""title"":""开头语"",""content"":""您好，我是您的专属客服，很高兴为您服务~"",""keywords"":[""您好"",""我是您的专属客服"",""很高兴为您服务""],""category"":""通用""}",137,2026-06-06T06:50:17.987Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.987Z
2,0,knowledge,approved,"{""title"":""承接语"",""content"":""您好，请问还有其他需要为您服务的吗？"",""keywords"":[""您好""],""category"":""通用""}",136,2026-06-06T06:50:17.980Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.980Z
3,0,knowledge,approved,"{""title"":""结束语"",""content"":""感谢您对山姆会员商店的支持，祝您生活愉快，再见！"",""keywords"":[""祝您生活愉快"",""再见""],""category"":""通用""}",135,2026-06-06T06:50:17.972Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.972Z
4,0,knowledge,approved,"{""title"":""等待语"",""content"":""尊敬的会员，为了更好更准确地解答您的问题，需要为您核实一下，可能需要一点时间，请您耐心等待哦～"",""keywords"":[""尊敬的会员"",""需要为您核实一下"",""可能需要一点时间"",""请您耐心等待哦""],""category"":""通用""}",134,2026-06-06T06:50:17.963Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.963Z
5,0,knowledge,approved,"{""title"":"""",""content"":"""",""keywords"":[""客服""],""category"":""通用""}",133,2026-06-06T06:50:17.955Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.955Z
6,0,knowledge,approved,"{""title"":""等待歉语"",""content"":""非常抱歉让您久等了，感谢您的理解与支持"",""keywords"":[""客服""],""category"":""通用""}",132,2026-06-06T06:50:17.947Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.947Z
7,0,knowledge,approved,"{""title"":""非常感谢您的耐心等待"",""content"":""非常感谢您的耐心等待"",""keywords"":[""客服""],""category"":""通用""}",131,2026-06-06T06:50:17.939Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.939Z
8,0,knowledge,approved,"{""title"":""问卡号"",""content"":""为了保证会员信息安全，辛苦您提供一下您的会员卡号，我为您处理问题"",""keywords"":[""我为您处理问题""],""category"":""通用""}",130,2026-06-06T06:50:17.932Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.932Z
9,0,knowledge,approved,"{""title"":""非食安工单联系时效"",""content"":""这边为您反馈后，预计24小时内会通过短信或者电话的形式联系您，辛苦您保持电话畅通"",""keywords"":[""这边为您反馈后""],""category"":""通用""}",129,2026-06-06T06:50:17.923Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.923Z
10,0,knowledge,approved,"{""title"":""邀评1"",""content"":""为您服务是我的荣幸，这都是我应该做的 。若有所怠慢的地方，还请多多担怠海涵，如果您对我们的服务满意，烦请您在稍后推送的服务评价中给个鼓励哦~"",""keywords"":[""这都是我应该做的"",""若有所怠慢的地方"",""还请多多担怠海涵""],""category"":""通用""}",128,2026-06-06T06:50:17.916Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:17.916Z
11,0,knowledge,approved,"{""title"":""建议1"",""content"":""非常理解您的心情，您也是我们的会员用户，肯定经常购买我们的产品，您说的这个我了解了，你们的需求我们都会收集下来，也是作为提升咱们会员满意度的建议～"",""keywords"":[""非常理解您的心情""],""category"":""通用""}",127,2026-06-06T06:50:15.458Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.458Z
12,0,knowledge,approved,"{""title"":""建议2"",""content"":""亲爱的会员，我也会作为消费者所以非常能理解您的心情，客服会把您的情况反应到相关部门加强优化。"",""keywords"":[""亲爱的会员""],""category"":""通用""}",126,2026-06-06T06:50:15.450Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.450Z
13,0,knowledge,approved,"{""title"":""建议3"",""content"":""您好，非常抱歉给您带来的不便，感谢您一直的支持，我们也会尽力优化流程，争取给您带来更好的客户体验~"",""keywords"":[""您好"",""感谢您一直的支持""],""category"":""通用""}",125,2026-06-06T06:50:15.443Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.443Z
14,0,knowledge,approved,"{""title"":""普通安抚1"",""content"":""非常抱歉给您带来不便，同样作为消费者，我与您感同身受，我们非常渴望得到您的支持与理解，我们也会不断的改善。"",""keywords"":[""同样作为消费者"",""我与您感同身受""],""category"":""通用""}",124,2026-06-06T06:50:15.437Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.437Z
15,0,knowledge,approved,"{""title"":""普通安抚2"",""content"":""真心抱歉，这次可能没有达到您的期望，我们还有上升空间，我们努力完善，争取早日给您提供更好的体验，还请您见谅~"",""keywords"":[""真心抱歉"",""我们还有上升空间"",""我们努力完善"",""还请您见谅""],""category"":""通用""}",123,2026-06-06T06:50:15.430Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.430Z
16,0,knowledge,approved,"{""title"":""会员很生气安抚1"",""content"":""您好，给您带来这么多的麻烦实在是非常抱歉，我如果是您也很生气，请您先消消气给我几分钟时间给您反馈处理可以吗"",""keywords"":[""您好""],""category"":""通用""}",122,2026-06-06T06:50:15.422Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.422Z
17,0,knowledge,approved,"{""title"":""会员生气要求加急安抚2"",""content"":""我非常理解您的心情，确实这个问题需要一些时间处理，我刚刚为您加急催促了，辛苦您等待一会，后续专员会尽快联系您"",""keywords"":[""辛苦您等待一会""],""category"":""通用""}",121,2026-06-06T06:50:15.416Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.416Z
18,0,knowledge,approved,"{""title"":""马上联系安抚1"",""content"":""您消消气，我明白你的意思，我已经给您直接反馈到为您处理此事的专员处，您稍等片刻专员会尽快给您打电话的"",""keywords"":[""您消消气"",""我明白你的意思""],""category"":""通用""}",120,2026-06-06T06:50:15.410Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.410Z
19,0,knowledge,approved,"{""title"":""不打电话就不走安抚2"",""content"":""抱歉会员，我们很重视您的问题，我明白您想要解决问题的心情，同样我也很急切希望能够帮助到您，但是确实我暂时无法帮到您，所以我为您反馈到了对应专员处，希望可以给到您一个满意的答复"",""keywords"":[""抱歉会员""],""category"":""通用""}",119,2026-06-06T06:50:15.402Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.402Z
20,0,knowledge,approved,"{""title"":""长时间没人联系处理安抚1"",""content"":""非常抱歉会员，我收到您的信息马上去核实了，确实给您带来不好的体验了，您看您什么时候方便，我帮您加急催促处理的专员尽快联系您"",""keywords"":[""非常抱歉会员""],""category"":""通用""}",118,2026-06-06T06:50:15.396Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:15.396Z
21,0,knowledge,approved,"{""title"":""长时间没人联系处理安抚2"",""content"":""我明白您的心情，我确实已经给您加急反馈了，专员那边联系可能没有那么快，但是您放心，我知道您是担心您的事情不会处理，山姆这边秉承会员第一的经验理念，一定会为您处理好的"",""keywords"":[""我明白您的心情"",""但是您放心""],""category"":""通用""}",117,2026-06-06T06:50:13.289Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.289Z
22,0,knowledge,approved,"{""title"":""确认问题"",""content"":""会员请问是遇到了什么问题呢？在线客服也可以为您处理"",""keywords"":[""客服""],""category"":""通用""}",116,2026-06-06T06:50:13.282Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.282Z
23,0,knowledge,approved,"{""title"":""要求升级"",""content"":""您先别着急，您描述一下遇到了什么事情呢，客服这边会如实记录为您处理的"",""keywords"":[""您先别着急""],""category"":""通用""}",115,2026-06-06T06:50:13.275Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.275Z
24,0,knowledge,approved,"{""title"":""一直要电话客服"",""content"":""山姆客服热线电话：4006336868"",""keywords"":[""山姆客服热线电话""],""category"":""通用""}",114,2026-06-06T06:50:13.267Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.267Z
25,0,knowledge,approved,"{""title"":""阶段1：客户谩骂，共情"",""content"":""会员，我特别理解您现在的心情，也了解您希望解决这个问题的迫切感。"",""keywords"":[""会员""],""category"":""通用""}",113,2026-06-06T06:50:13.260Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.260Z
26,0,knowledge,approved,"{""title"":""阶段2：客户持续谩骂，第一次提醒"",""content"":""会员，我知道您现在很生气，但一直这样的话，也既解决不了问题，您稍微冷静下"",""keywords"":[""会员"",""但一直这样的话"",""也既解决不了问题"",""您稍微冷静下""],""category"":""通用""}",112,2026-06-06T06:50:13.253Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.253Z
27,0,knowledge,approved,"{""title"":""阶段3：客户仍持续谩骂，第二次提醒"",""content"":""实在抱歉，您现在的情绪比较激动，说的这些话也影响我们正常沟通了。如果您一直这样确实无法继续为您服务。"",""keywords"":[""实在抱歉""],""category"":""通用""}",111,2026-06-06T06:50:13.246Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.246Z
28,0,knowledge,approved,"{""title"":""阶段4：仍无改善，礼貌挂机话术"",""content"":""很抱歉，由于您一直使用不恰当的语言，我暂时无法继续为您服务，祝您生活愉快，再见。"",""keywords"":[""很抱歉"",""祝您生活愉快"",""再见""],""category"":""通用""}",110,2026-06-06T06:50:13.239Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.239Z
29,0,knowledge,approved,"{""title"":""等待语"",""content"":""尊敬的会员，为了更好更准确地解答您的问题，需要为您核实一下，可能需要一点时间，请您耐心等待哦～"",""keywords"":[""尊敬的会员"",""需要为您核实一下"",""可能需要一点时间"",""请您耐心等待哦""],""category"":""通用""}",109,2026-06-06T06:50:13.232Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.232Z
30,0,knowledge,approved,"{""title"":""恶劣天气"",""content"":""我十分理解您的心情，了解到您所在城市存在特殊天气情况导致配送受到影响，目前配送会有所延迟，但是请您不用担心，我们也是在全力配送您的商品，请您耐心等待。"",""keywords"":[""但是请您不用担心"",""请您耐心等待""],""category"":""通用""}",108,2026-06-06T06:50:13.226Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:13.226Z
31,0,knowledge,approved,"{""title"":""非常抱歉给您带来不好的购物体验…"",""content"":""非常抱歉给您带来不好的购物体验，做为消费者我迫切理解您着急想收到商品的心情，对于物流没有能及时将商品送到您手上，我们也深感抱歉，您的商品由于受到（天气）的客观影响，我们正在竭尽全力的寻求解决办法，将尽快的把商品送到您的手上。"",""keywords"":[""我们也深感抱歉""],""category"":""通用""}",107,2026-06-06T06:50:11.163Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.163Z
32,0,knowledge,approved,"{""title"":""待（天气状况好转）后我们将第一…"",""content"":""待（天气状况好转）后我们将第一时间配送您的商品，在此也非常感谢您的耐心等候。"",""keywords"":[""客服""],""category"":""通用""}",106,2026-06-06T06:50:11.155Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.155Z
33,0,knowledge,approved,"{""title"":""您着急的心情我十分理解因为您配…"",""content"":""您着急的心情我十分理解，因为您配送地址所在的云仓正好遇到了暴雨，骑手在路上的骑行会受到影响，所以配送时效上会有所滞缓，还请您谅解。"",""keywords"":[""还请您谅解""],""category"":""通用""}",105,2026-06-06T06:50:11.149Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.149Z
34,0,knowledge,approved,"{""title"":""非常抱歉让您久等了我查询了您的…"",""content"":""非常抱歉让您久等了，我查询了您的订单状况，目前是待配送的情况，由于极速达订单需由骑手接待后放可配送，目前因为天气原因，各区的运力都有所下降，给您带来不便，我们也非常抱歉。"",""keywords"":[""目前因为天气原因"",""给您带来不便"",""我们也非常抱歉""],""category"":""通用""}",104,2026-06-06T06:50:11.143Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.143Z
35,0,knowledge,approved,"{""title"":""为什么会有定时达配送方式了呢？"",""content"":""会员您好，目前对于可支持配送的各收货城市将逐步试行升级同城次日配送时效，可以选择次日任一小时送达，具体详见确认订单页面“定时达”可选配送时段。"",""keywords"":[""会员您好""],""category"":""通用""}",103,2026-06-06T06:50:11.136Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.136Z
36,0,knowledge,approved,"{""title"":""运费标准、包邮吗？"",""content"":""会员您好，购满 299元免20KG运费，每增加100元，可增加减免5KG运费，以此类推;超过重量按1元/KG加收续重运费，重量不足1KG按照1KG计收重量费用。运费规则具体您可以在订单结算页面查看哦。"",""keywords"":[""会员您好"",""购满"",""每增加100元"",""以此类推""],""category"":""通用""}",102,2026-06-06T06:50:11.127Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.127Z
37,0,knowledge,approved,"{""title"":""哪些地方有定时达？"",""content"":""会员您好，目前定时达覆盖城市有限，具体以您下单为准。"",""keywords"":[""会员您好"",""具体以您下单为准""],""category"":""通用""}",101,2026-06-06T06:50:11.119Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.119Z
38,0,knowledge,approved,"{""title"":""定时达和全城配有什么区别？"",""content"":""会员您好，时效提升到可以选择次日任一小时送达"",""keywords"":[""会员您好""],""category"":""通用""}",100,2026-06-06T06:50:11.113Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.113Z
39,0,knowledge,approved,"{""title"":""为什么我住的这里没有定时达?"",""content"":""非常抱歉，因配送区域有限，目前我们对于配送区域也在改善，建议您后续关注，如您方便建议可以选择其他配送方式进行选购您心意的商品"",""keywords"":[""非常抱歉"",""因配送区域有限"",""建议您后续关注""],""category"":""通用""}",99,2026-06-06T06:50:11.106Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.106Z
40,0,knowledge,approved,"{""title"":""追问更多"",""content"":""更多相关内容和规则在APP-我的-帮助中心-配送服务里面有说明展示，您也可以在APP内查看，感谢您的理解和支持"",""keywords"":[""客服""],""category"":""通用""}",98,2026-06-06T06:50:11.100Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:11.100Z
41,0,knowledge,approved,"{""title"":""不能极速达/不能当天送达"",""content"":""会员您好，极速达的辐射范围是3-5公里，超出就无法配送了，您下单的时候就可以选择，如果不行的话，就是超出范围无法配送了，您也可以选择咱们的全城配或者全国配下单，也是很方便的。"",""keywords"":[""会员您好"",""超出就无法配送了"",""如果不行的话"",""也是很方便的""],""category"":""通用""}",97,2026-06-06T06:50:08.916Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.916Z
42,0,knowledge,approved,"{""title"":""以前可以极速达"",""content"":""极速达的配送是需要参考门店库存及范围的，您填写地址后系统会自动判断您当前地址是否能支持，如果没有显示就是不支持的呢"",""keywords"":[""客服""],""category"":""通用""}",96,2026-06-06T06:50:08.909Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.909Z
43,0,knowledge,approved,"{""title"":""理解您的心情可能是配送区域调整…"",""content"":""理解您的心情，可能是配送区域调整，您可以将地址删除，重新添加收货地址，按照省市区定位填写再尝试一下呢"",""keywords"":[""理解您的心情"",""您可以将地址删除"",""重新添加收货地址""],""category"":""通用""}",95,2026-06-06T06:50:08.902Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.902Z
44,0,knowledge,approved,"{""title"":""同一个小区别人行，我不行"",""content"":""可能您的定位配送范围的边缘，建议您可以定位在小区门口看一下是否能出现极速达的商品推送，后续您在地址门牌号处填写详细楼栋地址即可（注意距离最好在50米内）"",""keywords"":[""客服""],""category"":""通用""}",94,2026-06-06T06:50:08.894Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.894Z
45,0,knowledge,approved,"{""title"":""我建议极速达**"",""content"":""非常理解您的心情，您也是我们的会员用户，肯定经常购买我们的产品，您说的这个我了解了，你们的需求我们都会收集下来，也是作为提升咱们会员满意度的建议"",""keywords"":[""非常理解您的心情""],""category"":""通用""}",93,2026-06-06T06:50:08.886Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.886Z
46,0,knowledge,approved,"{""title"":""不认可我现在不能使用极速达"",""content"":""您先别着急会员，您的问题我马上为您记录反馈，"",""keywords"":[""您先别着急会员""],""category"":""通用""}",92,2026-06-06T06:50:08.876Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.876Z
47,0,knowledge,approved,"{""title"":""确认时时效内还是时效外"",""content"":""您的订单号提供一下呢，我马上帮您看看是什么情况哈"",""keywords"":[""客服""],""category"":""通用""}",91,2026-06-06T06:50:08.868Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.868Z
48,0,knowledge,approved,"{""title"":""【时效内】"",""content"":""您先别着急，查看您的期望配送时间是xxx，目前还在配送范围内，建议您再耐心等待下，若后续商品到货，物流小哥也会第一时间与您联系"",""keywords"":[""您先别着急"",""若后续商品到货""],""category"":""通用""}",90,2026-06-06T06:50:08.860Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.860Z
49,0,knowledge,approved,"{""title"":""看到您的订单目前还是时效内的订…"",""content"":""看到您的订单，目前还是时效内的订单，您放心，配送小哥会按系统规划路线来给您配送的，如果超时没有送到，您就马上联系我，我这边第一时间给您处理。"",""keywords"":[""看到您的订单"",""您放心"",""如果超时没有送到"",""您就马上联系我""],""category"":""通用""}",89,2026-06-06T06:50:08.851Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.851Z
50,0,knowledge,approved,"{""title"":""【时效外】"",""content"":""抱歉让你久等了，看到您的订单的确已经超时了，我马上帮您登记反馈，会尽快给您回电处理，您保持手机畅通"",""keywords"":[""抱歉让你久等了"",""您保持手机畅通""],""category"":""通用""}",88,2026-06-06T06:50:08.844Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:08.844Z
51,0,knowledge,approved,"{""title"":""非常抱歉未能让您按时收到商品我…"",""content"":""非常抱歉未能让您按时收到商品，我们会将您的订单情况反应至物流进行核实，在获取物流回复后，我们会第一时间与您联系告知当前进度，还请您保持电话畅通，谢谢。"",""keywords"":[""在获取物流回复后"",""谢谢""],""category"":""通用""}",87,2026-06-06T06:50:06.439Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.439Z
52,0,knowledge,approved,"{""title"":""有配送联系方式"",""content"":""您如果确实比较着急，也可以联系我们配送小哥的电话，看看能不能加急先送您的单子，如果您联系不上小哥，可能这会在骑行路上，不方便接听，但是您放心，我们会在指定时间送达您的商品的。"",""keywords"":[""不方便接听"",""但是您放心""],""category"":""通用""}",86,2026-06-06T06:50:06.432Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.432Z
53,0,knowledge,approved,"{""title"":""没有配送的联系方式"",""content"":""你可以随时关注一下物流页面，等配送员的联系方式出来后可以和配送员协商有是否能先送您这一单"",""keywords"":[""客服""],""category"":""通用""}",85,2026-06-06T06:50:06.425Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.425Z
54,0,knowledge,approved,"{""title"":""告知加急"",""content"":""好的，这边会帮您记录加急的"",""keywords"":[""好的""],""category"":""通用""}",84,2026-06-06T06:50:06.417Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.417Z
55,0,knowledge,approved,"{""title"":""不要小票"",""content"":""会员您好，商品配送时都会有小票，如果不想要小票，可以关注下物流信息，待配送员配送时尝试联系配送小哥将小票信息撕掉"",""keywords"":[""会员您好"",""如果不想要小票""],""category"":""通用""}",83,2026-06-06T06:50:06.409Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.409Z
56,0,knowledge,approved,"{""title"":""提前送达了"",""content"":""抱歉会员，可能小哥路途比较快给你提早送到，您先检查下商品呢，如果商品有任何问题都可以联系我们处理的"",""keywords"":[""抱歉会员"",""您先检查下商品呢""],""category"":""通用""}",82,2026-06-06T06:50:06.403Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.403Z
57,0,knowledge,approved,"{""title"":""要求极速达和全城配一起配送"",""content"":""亲爱的会员，因极速达订单是从仓库发货，全城配订单是从门店发货，两个订单发货地址不一样，所以无法为您一起配送，感谢您的理解。"",""keywords"":[""亲爱的会员"",""感谢您的理解""],""category"":""通用""}",81,2026-06-06T06:50:06.396Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.396Z
58,0,knowledge,approved,"{""title"":""告知无法催促的原因（解决40%不满）"",""content"":""理解您的着急，目前这个时段订单量较大，咱们的骑手按目前是按最优路径在加紧给大家配送的，保证在规定时间内给您送达到。"",""keywords"":[""理解您的着急""],""category"":""通用""}",80,2026-06-06T06:50:06.388Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.388Z
59,0,knowledge,approved,"{""title"":""非常抱歉让您久等了非常理解您的…"",""content"":""非常抱歉让您久等了，非常理解您的心情，因为现在也是配送的高峰期，配送小哥已经在全力配送了，如果没有在配送时间到达耽误您的使用了，您可以随时联系我，我第一时间给您处理好。"",""keywords"":[""非常理解您的心情"",""您可以随时联系我""],""category"":""通用""}",79,2026-06-06T06:50:06.382Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.382Z
60,0,knowledge,approved,"{""title"":""未收到电话被拒收了/未联系上拒收"",""content"":""非常抱歉给您带来不好的购物体验，咱们的配送员为了保证商品能够安全送达至您的手中，会优先电话联系您，未联系上您的情况下配送员会将商品带回仓，若您仍然需要商品，我帮您反馈二次配送您看可以吗"",""keywords"":[""会优先电话联系您"",""若您仍然需要商品""],""category"":""通用""}",78,2026-06-06T06:50:06.375Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:06.375Z
61,0,knowledge,approved,"{""title"":""要求退款"",""content"":""非常抱歉让您久等了，看到目前您的订单已经拒收，等待商品拒收回店会尽快给您处理退款的，如您使用的是微信支付，商品回仓后24小时内就会给您处理退款，辛苦您耐心等待，感谢您的理解"",""keywords"":[""辛苦您耐心等待"",""感谢您的理解""],""category"":""通用""}",77,2026-06-06T06:50:04.145Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.145Z
62,0,knowledge,approved,"{""title"":""未发货"",""content"":""尊敬的会员，您好\n极速达订单：若订单尚未发货，您可以点击【查询订单】后在【期望配送时间】最右侧点击“修改”后选择新的配送时间~\n若无法修改配送时间，建议您取消订单重新下单。"",""keywords"":[""尊敬的会员"",""您好"",""极速达订单"",""若订单尚未发货""],""category"":""通用""}",76,2026-06-06T06:50:04.139Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.139Z
63,0,knowledge,approved,"{""title"":""已发货"",""content"":""若订单已发货，暂不支持修改配送时间，若您不方便签收商品，建议您拒收后方便收货时再下单"",""keywords"":[""若订单已发货""],""category"":""通用""}",75,2026-06-06T06:50:04.130Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.130Z
64,0,knowledge,approved,"{""title"":""资源上限"",""content"":"""",""keywords"":[""客服""],""category"":""通用""}",74,2026-06-06T06:50:04.123Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.123Z
65,0,knowledge,approved,"{""title"":""确认时时效内还是时效外"",""content"":""您的订单号提供一下呢，我马上帮您看看是什么情况"",""keywords"":[""客服""],""category"":""通用""}",73,2026-06-06T06:50:04.117Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.117Z
66,0,knowledge,approved,"{""title"":""【时效内】"",""content"":""看到您的订单，目前还是时效内的订单，您放心，配送小哥会按系统规划路线来给您配送的，如果超时没有送到，您就马上联系我，我这边第一时间给您处理。"",""keywords"":[""看到您的订单"",""您放心"",""如果超时没有送到"",""您就马上联系我""],""category"":""通用""}",72,2026-06-06T06:50:04.110Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.110Z
67,0,knowledge,approved,"{""title"":""【时效外】"",""content"":""抱歉让你久等了，看到您的订单的确已经超时了，我马上帮您登记反馈，会尽快给您回电处理"",""keywords"":[""抱歉让你久等了""],""category"":""通用""}",71,2026-06-06T06:50:04.103Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.103Z
68,0,knowledge,approved,"{""title"":""显示包裹不齐"",""content"":""确实非常抱歉，给您添麻烦了，目前是因为您下单购买的多个商品，导致没有同时到达您当地集散地，所以可能需要等待您的商品全部到达之后一起给您配送，以免出现多次让您取件的情况，感谢您的理解。"",""keywords"":[""确实非常抱歉"",""给您添麻烦了"",""感谢您的理解""],""category"":""通用""}",70,2026-06-06T06:50:04.096Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.096Z
69,0,knowledge,approved,"{""title"":""为什么不是当天送达"",""content"":""查询到您的订单是【全城配】订单，全城配订单当日16点前下单次日送达，16点后下单是隔日送到哦，您的订单预计**送达"",""keywords"":[""客服""],""category"":""通用""}",69,2026-06-06T06:50:04.090Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.090Z
70,0,knowledge,approved,"{""title"":""查询到您的订单是【生鲜特送】订…"",""content"":""查询到您的订单是【生鲜特送】订单，生鲜特送订单当日21点前下单次日送达，21点后下单是隔日送到哦，您的订单预计**送达"",""keywords"":[""客服""],""category"":""通用""}",68,2026-06-06T06:50:04.083Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:04.083Z
71,0,knowledge,approved,"{""title"":""有联系方式"",""content"":""您如果确实比较着急，也可以联系我们配送小哥的电话，看看能不能加急先送您的单子，如果您联系不上小哥，可能这会在骑行路上，不方便接听，但是您放心，我们会在指定时间送达您的商品的。"",""keywords"":[""不方便接听"",""但是您放心""],""category"":""通用""}",67,2026-06-06T06:50:01.348Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:01.348Z
72,0,knowledge,approved,"{""title"":""没有配送的联系方式"",""content"":""你可以随时关注一下物流页面，等配送员的联系方式出来后可以和配送员协有是否能先送您这一单"",""keywords"":[""客服""],""category"":""通用""}",66,2026-06-06T06:50:01.341Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:01.341Z
73,0,knowledge,approved,"{""title"":""告知加急"",""content"":""好的，这边会帮您记录加急的"",""keywords"":[""好的""],""category"":""通用""}",65,2026-06-06T06:50:01.335Z,2026-06-06T03:35:39.246Z,2026-06-06T06:50:01.335Z
